Name,Distillery/Brand,Region,Bottler,Country,Rating,Reviews,Alcohol Percentage,Price,Awards,Palate,Finish,Nose
Dallas Dhu 21 Year Old 1975 - Rare Malts,Dallas Dhu,Speyside Whisky,Dallas Dhu,Scotch Whisky,,,"(70cl, 61.9%)",,0,,,
Springbank 24 Year Old Asanoha Dragon - Yokai Series (East Asia Whisky Company),Springbank,Scotch Whisky,East Asia Whisky Company,Scotch Whisky,5,(1 Review),"(70cl, 48.8%)",,0,,,
The Glenturret Triple Wood,Glenturret,Highland Whisky,Glenturret,Scotch Whisky,3.5,(2 Reviews),"(70cl, 43%)",49.99,0,,,
Glasgow 1770 - Tokaji Cask Finish,The Glasgow Distillery Co.,Lowland Whisky,The Glasgow Distillery Co.,Scotch Whisky,,,"(70cl, 58.1%)",58.95,0,"Vanilla shortbread, juicy apricot, and honey-soaked sultanas lead the way, with a touch of baking spice. Candied tropical fruit follows while the spice gently builds.","Drying oak, poached pears, roasted hazelnuts, and a dusting of cinnamon.","Tangy marmalade and spiced fruits, with cooked apples and pears, toasted nuts, and vanilla cream."
Bowmore 21 Year Old Pedro Ximénez Finish,Bowmore,Scotch Whisky,Bowmore,Scotch Whisky,,,"(70cl, 49.7%)",,0,,,
The Macallan 18 Year Old 1996 Sherry Oak,The Macallan,Speyside Whisky,The Macallan,Scotch Whisky,4.5,(12 Reviews),"(70cl, 43%)",,0,"Stewed apples, again dusted with cinnamon. The oak from the nose develops. Clove and hints of orange peel.","Lasting notes of toffee, raisin and that final hint of oak.","Soft, plump raisins, ginger snaps dusted with cinnamon and vanilla creaminess. Oak in the background."
Springbank 25 Year Old,Springbank,Scotch Whisky,Springbank,Scotch Whisky,,,"(70cl, 46%)",520,0,"The palate is gentle and refined with a smooth, buttery feel. There are touches of gingerbread and liquorice, along with a note of coffee grounds hinting at a slight woody element.",The emergence of peat smoke in the finish rounds off this dram.,"A sweet, inviting introduction to this dram, there are notes of caramel and millionaire shortbread, dried pineapple and honeydew melon."
Ben Nevis 9 Year Old - Battlehill (Duncan Taylor),Ben Nevis,Highland Whisky,Duncan Taylor,Scotch Whisky,,,"(70cl, 46%)",59.94,0,"Plump sultanas and toffee-coated raisins lead to candied almonds, stewed plums, and robust, peppery malt.","Spicy ginger, more citrus zest, finishing up with sweet, biscuity barley and fragrant oak.","Mixed nuts, candied citrus peels, dried berries, and earthen vanilla."
Ichiro's Malt & Grain World Blended Whisky - Classical Edition,Ichiro,Japanese Whisky,Ichiro,Japanese Whisky,,,"(70cl, 48%)",,0,,,
The Macallan Ruby - 1824 Series,The Macallan,Speyside Whisky,The Macallan,Scotch Whisky,3.5,(22 Reviews),"(70cl, 43%)",,0,"Raspberry coulis, maraschino, prunes, marmalade.","Long and rich, dark berries and ginger.","Rich wedding cake and espresso, cocoa, a little clove and walnut."
Miyagikyo Fruity & Rich,Miyagikyo,Japanese Whisky,Miyagikyo,Japanese Whisky,,,"(50cl, 55%)",,0,,,
Glenfiddich 22 Year Old Gran Cortes,Glenfiddich,Scotch Whisky,Glenfiddich,Scotch Whisky,,,"(70cl, 44.3%)",,0,,,
Label 5 Classic Black,Label 5,Scotch Whisky,Label 5,Scotch Whisky,4.5,(55 Reviews),"(70cl, 40%)",19.68,4,"Apples, pears and a subtle grassy note or two. A little citrus and caramel.",A clean finish with lemon zest and brown sugar.,Rather sweet with vanilla and sticky toffee pudding. Hints of ginger and cinnamon.
Secret Orkney 17 Year Old 2005 (cask DRU17/A63 #8) - Cask Strength Collection (Signatory),Signatory,Scotch Whisky,Signatory,Scotch Whisky,,,"(70cl, 55.6%)",130.95,0,"Dark roasted barley, with smouldering embers, floral honey, some waxy orange peel, and dried raisins.","Nutty, with lingering smoke, and peppery spice.","Waves of smoky peat, dried apricots, vanilla, and some oily pine nuts."
Spirit of Hven Seven Stars No. 7 Alkaid,Spirit of Hven,Swedish Whisky,Spirit of Hven,Swedish Whisky,4.5,(1 Review),"(50cl, 45%)",89.94,0,"Rich and luxurious melted dark chocolate, though no bitterness here, with sweet prunes, floral white peony and green freshly cut grass.","Toffee apple, glazed cinnamon buns and ginger spice, with sweet smoke supported by a drizzle of honey.","Strong aromas of toasty oak, old leather and lots of tobacco, with fresh orchard fruits, while vanilla and cocoa intertwine."
Ledaig 11 Year Old (That Boutique-y Whisky Company),Tobermory,Island Whisky,That Boutique-y Whisky Company,Scotch Whisky,,,"(50cl, 48%)",51.95,0,"Initially, there are preserved lemon, dark fruits and charred barley, followed by flickers of warm cinnamon and ground black pepper. Hints of smoked chestnut and peppermint add depth.",The meaty smoke lingers with a touch of chocolate and blackcurrant compote.,"Plenty of wood smoke upfront, then dried fruit, soda bread sweetness and damp grass. There's a little hickory and baking spice underneath."
Inishowen,Cooley,Irish Whiskey,Cooley,Irish Whiskey,4.5,(3 Reviews),"(70cl, 40%)",,0,,,
Kilkerran 16 Year Old Open Day 2022,Kilkerran,Scotch Whisky,Kilkerran,Scotch Whisky,,,"(70cl, 53.9%)",,0,,,
Smokehead,Smokehead,Islay Whisky,Smokehead,Scotch Whisky,3.5,(52 Reviews),"(70cl, 43%)",33.94,0,"Big, puckering peat. Smoky, fruity sweetness, touch of sherry, sultana. Herbal.","Herbal, tangy fruits and more peat smoke!",Smoke! Lapsang souchong. Cool wood smoke. Thick and full.
Glenfarclas 21 Year Old,Glenfarclas,Speyside Whisky,Glenfarclas,Scotch Whisky,4,(46 Reviews),"(70cl, 43%)",149.99,5,"Incredibly smooth. Barley-rich, just a textbook smoothness and rounded character that leaves you gasping for another sip…","Long, barley-rich, awesomely smooth, very little oak influence.","Apple, orange, less sherry than the 15yo. Peppermint again?!"
Base Spirits Blended Scotch Whisky,Base Spirits,Scotch Whisky,Base Spirits,Scotch Whisky,,,"(70cl, 40%)",,0,"Toffee pennies and vanilla fudge, dried fruit, Brazil nuts and a waft of salty sea air.","Green apple, nutmeg, toasted oak staves and barley.","Warm malt, waxy peels, marzipan and smoked almonds."
Balvenie Tun 1509 - Batch 7,Balvenie,Speyside Whisky,Balvenie,Scotch Whisky,5,(1 Review),"(70cl, 52.4%)",499,0,,,
Highland Park Cask Strength - Release No.2,Highland Park,Island Whisky,Highland Park,Scotch Whisky,5,(9 Reviews),"(70cl, 63.9%)",58.90,0,"Savoury peat and a smidge of salted liquorice, plus thick honey, crunchy red apple, and cassia.","Almond, chocolate, red chilli flake, and oak.","Roast chestnuts, pear drops, earthy smoke and with a hint of caraway."
KilchArd,KilchArd,Scotch Whisky,KilchArd,Scotch Whisky,,,"(70cl, 50%)",,0,"Chocolate brownies and Crunchie Bars, continued citrus freshness, sultanas and a distant coastal salinity. Peppery malt in the background.","Black tea, homemade blackberry jam and baked earth.","Softly toasted barley, orange zest, plus a hint of stem ginger spiciness."
Caol Ila 6 Year Old - Batch 3 (That Boutique-y Whisky Company),Caol Ila,Islay Whisky,That Boutique-y Whisky Company,Scotch Whisky,,,"(50cl, 52.2%)",51.95,0,"Oily, with more thyme and a hint of green olive. Sweeter hints of citrus peels and blueberry develop.","Long and smoky, with enjoyable salinity lasting on and on.","Black pepper, heather and a hint of thyme. Sea salt-coated crackers, too."
Ardmore 12 Year Old 2008 (cask 706110) - Auld Goonsy's Malt,Ardmore,Highland Whisky,Auld Goonsy's Malt,Scotch Whisky,,,"(70cl, 50%)",72.95,0,"Charred oak, coastal smoke, sweeter notes of tropical fruit, and a peppery oak prickle.","Salted almonds, peat smoke, and toasted sourdough with honey with salted butter.","Honey roasted nuts, oak-smoked salt, zesty citrus, and vanilla wafers."
Bowmore Dawn,Bowmore,Islay Whisky,Bowmore,Scotch Whisky,,,"(70cl, 51.5%)",,0,"Toffee, and malt, strawberries, spices, peat smoke and hemp ropes. Nutmeg, cherries. Very wine-like.","Wine-like again, tangy and very fruity. Wood smoke, toffee.","Smoky and spicy. Rosemary, lavender, peat and salinity. Redcurrants, malt, rhubarb crumble, orange zest, seaweed."
Grant's Distillery Edition,Grant's,Scotch Whisky,Grant's,Scotch Whisky,4.5,(2 Reviews),"(100cl, 46.3%)",31.22,0,"Surprisingly full-bodied with layers of vanilla pod, charred oak (leading to a good whiff of smoke) and lime cordial.",Oily malt and marmalade.,"Banana yoghurt, grist and orange oil."
Epidion 10 Year Old,Epidion,Islay Whisky,Epidion,Scotch Whisky,4.5,(3 Reviews),"(70cl, 40%)",,0,"Roasted barley and bonfire embers, honeyed sweetness building with a touch of cooked apple, chocolate raisins, and sea salt.","Lingering vanilla and cask char, plus a hint of nutmeg warmth.","Waves of earthy peat arrive first, with deeper hints of sherried malt tucked away behind the savoury smoke."
Gentleman Jack 2nd Generation,Jack Daniel's,American Whiskey,Jack Daniel's,American Whiskey,,,"(75cl, 40%)",,0,,,
Suntory Hibiki 17 Year Old (Old Bottling),Hibiki,Japanese Whisky,Hibiki,Japanese Whisky,,,"(70cl, 43%)",,0,,,
Glenmorangie Traditional 100° Proof,Glenmorangie,Highland Whisky,Glenmorangie,Scotch Whisky,,,"(100cl, 57.2%)",,0,,,
Kamiki,Kamiki,Japanese Whisky,Kamiki,Japanese Whisky,4,(20 Reviews),"(50cl, 48%)",62.05,0,"Floral notes remain at the fore, with touches of forest floor, apricot and kumquat developing in the background.","Slightly peppery, earthy vanilla pod and a whiff of pine.","Fragrant citrus blossom and baked apple, with a hint of balsa wood and dry peat."
North British 31 Year Old 1991 (casks 272176 & 272182) - Cask Strength Collection (Signatory),North British,Lowland Whisky,Signatory,Scotch Whisky,,,"(70cl, 54.2%)",125,0,"Crunchy granola, apple, fruit cake, and gingerbread.",Chocolate honeycomb and festive spice.,"Sweet flapjack, honey sweetness, and candied fruits."
Glenmorangie 12 Year Old Three Cask Matured,Glenmorangie,Scotch Whisky,Glenmorangie,Scotch Whisky,,,"(70cl, 40%)",,0,,,
Glasshouse Whisky,Glasshouse,Scotch Whisky,Glasshouse,Scotch Whisky,5,(1 Review),"(70cl, 46%)",28.44,0,"Ripe pineapple and more even riper banana, alongside plain digestive biscuits.",Honeycomb and a touch of milk chocolate.,"Tangy, crisp apple, with Sugar Puffs and a hint of banana."
Syndicate 58/6 12 Year Old,Douglas Laing,Scotch Whisky,Douglas Laing,Scotch Whisky,4.5,(7 Reviews),"(70cl, 40%)",34.95,6,,,
Cambus 30 Year Old 1990 (cask 1909948/53/57) - Mission Gold (Murray McDavid),Cambus,Lowland Whisky,Murray McDavid,Scotch Whisky,,,"(70cl, 47.8%)",182.99,0,"Orange zest, apples, raisin fruit loaf with silky grain, and oaken vanilla.","Spiced fruit cake, baked pear, apple pastries, gently oily, and peppery on the finish.","Berry tarts, creamy vanilla, cut grass, and crushed almonds."
Blair Athol 14 Year Old (That Boutique-y Whisky Company),Blair Athol,Scotch Whisky,That Boutique-y Whisky Company,Scotch Whisky,5,(1 Review),"(50cl, 52.1%)",46.95,0,"Mint chocolate, strawberry ice cream, a touch of minerality at its heart.",Softly toasted nuts and a layer of brown sugar.,"Walnuts, fruit tea, a few whiffs of cigar box earthiness."
Tomatin 32 Year Old 1988 (cask 6656)  - Connoisseurs Choice (Gordon & MacPhail),Tomatin,Highland Whisky,Gordon & MacPhail,Scotch Whisky,,,"(70cl, 54.6%)",625,0,,,
North British 11 Year Old (The Easy Sipper),North British,Lowland Whisky,The Easy Sipper,Scotch Whisky,,,"(70cl, 46.4%)",38.95,0,"Drizzles of honey lead, with apricots and peaches in tow. More vanilla, a touch of vegetal oak, and chewy toffee.","A gentle balance of cracked pepper and burnt sugar, backed up by more creamy vanilla and butterscotch.","Vanilla fudge, buttered popcorn, creamy custard, and blanched almonds."
The Macallan Estate,The Macallan,Speyside Whisky,The Macallan,Scotch Whisky,4.5,(3 Reviews),"(70cl, 43%)",,0,"Soft and warming with wood spice, opening into a dry oak flavour spiked with candied raisin and fresh fig. Moving into a sweet fresh orange and delicate fresh citrus.",A sweet citrus twist.,"Warm, comforting and homely notes of cinnamon. Wood spice and orange oil, opening into dried fruits with a sweet lemon, banana and caramel."
Cardhu 12 Year Old,Cardhu,Speyside Whisky,Cardhu,Scotch Whisky,4.5,(93 Reviews),"(70cl, 40%)",39.95,7,"Smooth, rounded, gentle sweetness, soft peat. A little smoke whispers sweet nothings.","Long, dry smoke, malty touch of peat.","Good body, decent sweetness, richness. Streaks of smoke, apple peels, bruised pears."
Glenfiddich 26 Year Old Grande Couronne - Artist Edition,Glenfiddich,Speyside Whisky,Glenfiddich,Scotch Whisky,,,"(70cl, 43.8%)",,0,"Deep, velvety smooth and indulgently sweet. Café crème with soft brown sugar and a hint of spice.",Very long-lasting sweet oak.,"Vibrant and lively with an abundance of toasty oak sweetness. Reminiscent of a French pâtisserie, freshly-baked Tarte Tatin and buttery choux pastry."
Bowmore 18 Year Old Moscatel Cask Finish (Darkness),Bowmore,Scotch Whisky,Darkness,Scotch Whisky,,,"(50cl, 54.9%)",199.95,0,"Salted lemons, sultanas, earthy smoke and a touch of old leather.","Cocoa, more maritime hints, and a little smidge of tobacco.","Sea breeze, toasted almonds, a hint of meaty malt."
Kavalan Solist ex-Bourbon Cask,Kavalan,Taiwanese Whisky,Kavalan,Taiwanese Whisky,,,"(70cl, 57.8%)",119.95,0,"Honeycomb, tangy orange, apricot, fresh vanilla and peanut brittle.","Subtly oaky, with buttery vanilla and toasted barley.","Subtly floral up front, followed by waves of tropical fruit juice and subtle cigar box richness."
The Girvan Patent Still 30 Year Old,Girvan,Lowland Whisky,Girvan,Scotch Whisky,,,"(70cl, 42%)",384.99,3,"Up front we're treated to fried bananas drizzled with honey, juicy peaches and oodles of vanilla. Rich nutty notes follow on, as does spiced oak and Victoria Sponge Cake.","Long and full of all the great stuff that came before, the vanilla and oak standing out amongst it all.","Floral honey, home-made vanilla ice cream, toffee pennies and dried sultanas. Old oak sits at the centre."
Nikka Coffey Grain Whisky - Woody & Mellow,Nikka,Japanese Whisky,Nikka,Japanese Whisky,,,"(50cl, 55%)",,0,,,
Unnamed Islay 31 Year Old 1990 (cask 4349) - Cask Strength Collection (Signatory),Signatory,Scotch Whisky,Signatory,Scotch Whisky,,,"(70cl, 51.9%)",399.95,0,,,
Kenthachy,Kenthachy,Italian Whisky,Kenthachy,Italian Whisky,,,"(70cl, 40%)",,0,Fresh apples and sweet banana notes.,Clean with sweet vanilla and dry spice.,Vanilla pods and fresh mown grass.
Caol Ila 2000 - Feis Ile 2011 - Bodega Sherry,Caol Ila,Islay Whisky,Caol Ila,Scotch Whisky,,,"(70cl, 64.3%)",,0,"Textbook Caol Ila, but with a strong backbone provided by the Sherry cask. Much akin to the distillers’ edition, but at full and unadulterated cask strength. Sterling stuff. Huge Cinder-Toffee sweetness creeps in gently, but doesn’t overpower.","The peat gives way somewhat to a butterscotch, salted caramel flavour which persists beautifully, interweaving itself with the smokiness to provide one of the best Caol Ilas we’ve tried in ages.","Lemon Sherbet, fresh and zingy peat, and just a little hint of Raisin, provided by the superb Sherry butt from which this bottle was drawn."
Ardbeg Drum,Ardbeg,Islay Whisky,Ardbeg,Scotch Whisky,4,(6 Reviews),"(70cl, 46%)",,1,"Loads of spices, with pepper, clove, cinnamon and more ginger surrounded by swirls of earthy smoke, with sweeter notes of liquorice, even more dark chocolate and vanilla pod.","Roasted, slightly burnt coffee beans, and sweet cinnamon and cocoa.","Bonfire wood smoke intertwines with earthy pine, as sweeter tropical aromas of ripe banana, banana bread and pineapple come to the fore. Some richer notes of dark chocolate and candied ginger add depth."
St Patrick's 10 Year Old Sherry Cask Finish,St Patrick's,Irish Whiskey,St Patrick's,Irish Whiskey,,,"(70cl, 45%)",54.85,1,"Citrus remains from the nose, fruity and floral. Nutty notes build on the palate, with subtle cinnamon and clove.","Dates, mixed peels, drying spices and toffee.","Banana chips, raisins, chocolate mousse and pomander fragrance."
Bivrost Muspelheim,Bivrost,Norwegian Whisky,Bivrost,Norwegian Whisky,,,"(50cl, 46%)",75,0,"Vanilla-y grist, with underlying hints of peppercorn and caramel. Warming earthy peat sticks around.","Cinnamon and another crackle of pepper, supported by smoke.","Toasted vanilla pod, roast chestnuts, honey, and a hint of woody pine."
The GlenDronach 12 Year Old - Yoda,GlenDronach,Scotch Whisky,GlenDronach,Scotch Whisky,,,"(70cl, 46%)",,0,,,
The Glenlivet Cipher,The Glenlivet,Speyside Whisky,The Glenlivet,Scotch Whisky,5,(5 Reviews),"(70cl, 48%)",,0,,,
Kamiki Sakura,Kamiki,Japanese Whisky,Kamiki,Japanese Whisky,,,"(50cl, 48%)",66.95,0,"Floral, sweet hints of cherries and toasted nuts cross with aromatic sandalwood and cedar reminiscent of a pine forest.","A pleasing balance of intense wood, rich fruit and lingering spice.",Fruity wafts of melon and banana cross with woody cinnamon and Christmas trees.
Balblair 1969,Balblair,Highland Whisky,Balblair,Scotch Whisky,4.5,(1 Review),"(70cl, 41.4%)",1377.24,0,"Complex and rewarding, it begins with the fruit sweetness of oranges, apples and bananas. This is followed by oak spices, warming up the palate for the smoky vanilla that comes afterwards.",The finish lasts and lasts. The apple notes continue to linger.,"Smoke and spice waft up, with apples, pear drops and a subtle mint note."
Ardbeg Ardcore,Ardbeg,Islay Whisky,Ardbeg,Scotch Whisky,5,(1 Review),"(70cl, 46%)",105,0,"Anise, more citrus flashes, ash, mint, vanilla pod, and roasted barley.","Salty liquorice, leather, and cedar.","Tarry ropes, grapefruit zest, toasted bread, menthol, lasting peat reek."
Dalmore Luceo,Dalmore,Highland Whisky,Dalmore,Scotch Whisky,5,(2 Reviews),"(70cl, 40%)",80.44,0,"More coffee! More cherries (and oodles of raisins now too)! A honey'd glaze to it, too.",Ginger and cocoa - a good combination.,"Cherry bakewell, sugary coffee and a touch of ginger."
Braeval - Skene Whisky,Braeval (AKA Braes of Glenlivet),Speyside Whisky,Skene Whisky,Scotch Whisky,,,"(70cl, 50%)",49.95,0,"Hot cross buns with butter, walnut loaf, a little hint of flint.","Soft winter spices develop on the finish, though sultana and apple persist.","Apricot, pineapple, a smidge of rhubarb, drizzled with honey."
J.A. Baczewski Whisky,J.A. Baczewski,Austrian Whisky,J.A. Baczewski,Austrian Whisky,4.5,(3 Reviews),"(70cl, 43%)",30.95,0,"Fresh, green oak, with baking spices and some grain sweetness.","Ginger spice returns on a warming, dry finish.","Fresh hay and gingersnap biscuits, with a drizzle of caramel and honey sponge cake."
DYC Whisky 1l,DYC,Spanish Whisky,DYC,Spanish Whisky,4,(1 Review),"(100cl, 40%)",27.37,0,"Subtle vanilla and unripe fruits notes, perhaps the tiniest hint of peat?",Clean and refreshing.,"Very light, a little caramel and oak."
PUNI NOVA,PUNI,Italian Whisky,PUNI,Italian Whisky,4,(1 Review),"(70cl, 43%)",55.32,2,"Slightly floral and punchy with yellow pear skin and a hint of fruity rye, dried grass and pink peppercorns (could be the rye or the Limousin there).","Light, clean, cereal with subtle cinnamon and cedar.","Fragrant citrus sorbet with touches of caramel, wheat, apple and vanilla."
Knockando 1979,Knockando,Speyside Whisky,Knockando,Scotch Whisky,,,"(100cl, 43%)",,0,,,
Ardbeg Grooves,Ardbeg,Islay Whisky,Ardbeg,Scotch Whisky,4.5,(12 Reviews),"(70cl, 46%)",,0,"Vanilla fudge, toffee popcorn and tarred orchard fruits rise through a big, salty opening. Savoury BBQ notes of cured Italian meats are percolated by paprika, green chilli and scorched herbs. Antique leather and damp oak form an interesting backdrop.",Seaside bonfire and smoked salts percolate through a mellow sweetness.,"A thick, spiced aroma of iodine, seaweed and golden syrup leads among a herbal note of lavender. An earthy funk from damp bonfire wood, old oak and dried grass is complemented by lighter touches of butterscotch, stone fruits and a little marzipan icing."
Bårelegs,Bårelegs,Scotch Whisky,Bårelegs,Scotch Whisky,4.5,(6 Reviews),"(70cl, 46%)",42.95,1,,,
Knockando 1972,Knockando,Scotch Whisky,Knockando,Scotch Whisky,,,"(75cl, 40%)",,0,,,
Bivrost Nidavellir,Bivrost,Norwegian Whisky,Bivrost,Norwegian Whisky,,,"(50cl, 46%)",75,0,"Vanilla builds on the palate, its sweetness juxtaposed by medicinal peat smokiness.","Hints of clove and cinnamon stick around ion the finish, as does the vanilla.","Dried apricot, floral barley, thyme honey and a hint of barrel char."
Benromach 1974,Benromach,Speyside Whisky,Benromach,Scotch Whisky,,,"(70cl, 49.1%)",1322.24,0,,,
Fettercairn Fasque,Fettercairn,Highland Whisky,Fettercairn,Scotch Whisky,3.5,(26 Reviews),"(70cl, 42%)",33,0,"Toffee pennies, oak spice and vanilla. Subtle mocha notes along the way.","Medium, with raisins and sultanas reappearing.","Baking spices, dried fruits, poached pears and a good whiff of oak."
Bivrost Asgard,Bivrost,Norwegian Whisky,Bivrost,Norwegian Whisky,,,"(50cl, 46%)",75,0,"Chewy dates, cinnamon buns, and toasted oak meld together in a rich palate.",Long and intense.,"Vanilla oak, caramel, leather, and dried fruit. There's a hint of incense drifting away in the backdrop."
Aberlour 1990,Aberlour,Speyside Whisky,Aberlour,Scotch Whisky,5,(2 Reviews),"(100cl, 40%)",,0,,,
Kilbeggan Rye,Kilbeggan,Irish Whiskey,Kilbeggan,Irish Whiskey,4,(1 Review),"(70cl, 43%)",34.95,0,"More apples are joined by fresh pears, with a kick of root ginger spice and creamy vanilla building into peppery rye spice.","A rather speedy finish, with a dash of oak.","Milk chocolate chip cookies and warm porridge, fresh brioche, candied ginger and warming allspice balanced by refreshing zingy apple peel and green notes of freshly cut grass."
Akkeshi Shosho Blended Whisky (bottled 2021),Akkeshi,Japanese Whisky,Akkeshi,Japanese Whisky,,,"(70cl, 48%)",135,0,"Dried currants and apricots, with some cocoa nibs, woody spice, and oaky vanilla.","Peppery spice, with a slight nuttiness.","Some floral notes, with beeswax polish, drizzles of caramel, and candied orange peel."
Tomatin 1978,Tomatin,Highland Whisky,Tomatin,Scotch Whisky,,,"(70cl, 47%)",2795,0,,,
Laphroaig Cairdeas Madeira Cask - Fèis Ìle 2016,Laphroaig,Islay Whisky,Laphroaig,Scotch Whisky,3.5,(2 Reviews),"(70cl, 51.6%)",,0,,,
The Glenlivet Code,The Glenlivet,Speyside Whisky,The Glenlivet,Scotch Whisky,5,(1 Review),"(70cl, 48%)",99.95,0,,,
Tullibardine 1988,Tullibardine,Highland Whisky,Tullibardine,Scotch Whisky,5,(3 Reviews),"(70cl, 46%)",,0,,,
Fettercairn Fior,Fettercairn,Highland Whisky,Fettercairn,Scotch Whisky,4,(27 Reviews),"(70cl, 42%)",42.95,4,,,
Balblair 1975,Balblair,Highland Whisky,Balblair,Scotch Whisky,,,"(70cl, 46%)",187.11,0,"Rich, lots of malted cereal notes and sugared barley.","Oak, still the cereal and barley notes are ubiquitous.","Very rich. It's all in the poise, notes of smoke and vanilla dance with veritable refinement. Also, warm berry fruits immersed in spiced cream."
GlenDronach Peated,GlenDronach,Highland Whisky,GlenDronach,Scotch Whisky,4,(5 Reviews),"(70cl, 46%)",39.90,2,Cinnamon and more wood-smoke lead to runny honey and dried raisin further on.,Golden barley shines through here.,Wafts of juicy (and maybe even a little tropical) fruit and vanilla cream mingle with plumes of charred oak.
The Macallan Twenties,The Macallan,Scotch Whisky,The Macallan,Scotch Whisky,,,"(50cl, 40%)",,0,,,
Ardbeg 25 Year Old,Ardbeg,Islay Whisky,Ardbeg,Scotch Whisky,5,(1 Review),"(70cl, 46%)",817,2,"An extremely vibrant, hot peppery mouthfeel leads into a burst of sherbet lemon sweetness (candied apples, pears and orange), hints of carbolic soap and tar, more creamy toffee, aniseed and chilli pepper.","A long, mellow, lingering aftertaste, with lots of cream, fudge and delicate antiseptic notes. An elegant, soothing style of Ardbeg.","A pungent burst of smoked cream, peppermint and toffee, with Ardbeg’s classic fennel and pine resin. Distant earthy bonfires mix with herbal and fruity (banana and tropical) notes, along with fragrant candle wax."
PUNI ALBA,PUNI,Italian Whisky,PUNI,Italian Whisky,3.5,(3 Reviews),"(70cl, 43%)",66.95,5,"A little farmy with hay, some floral cereal, dark fruit and clove.",Peppered dried fruit and sweet vanilla.,"Fruity, tart, burnt herbs, gooseberry, dried fruit and a little rye spice."
DYC Whisky - 1970s,DYC,Spanish Whisky,DYC,Spanish Whisky,,,"(75cl, 42%)",60,0,,,
Shinju Japanese Whisky,Shinju,Japanese Whisky,Shinju,Japanese Whisky,,,"(70cl, 40%)",38.74,0,"Apple, gingerbread, and chewy toffees, with hints of savoury oak and subtle praline.",Sandalwood and rich dates linger.,"Waves of acacia honey, orange peel, and slick vanilla, accompanied by hints of garden herbs and toasted oak."
Tullibardine 1975,Tullibardine,Highland Whisky,Tullibardine,Scotch Whisky,5,(1 Review),"(70cl, 52.7%)",,0,,,
Tomatin 1980,Tomatin,Highland Whisky,Tomatin,Scotch Whisky,,,"(70cl, 47.4%)",,0,"Smooth and full-bodied, with underlying creaminess; fills the palate. Clovey-spiceness mixed with orange peel.",Full and long with lasting orange notes.,"Light and fresh. Quite aromatic. Pear drop, orange, apple, citrus notes. Like walking through an orchard."
8O8 Whisky (808),8o8,Scotch Whisky,8o8,Scotch Whisky,4,(19 Reviews),"(70cl, 40%)",30,0,,,
Jura The Loch,Jura,Island Whisky,Jura,Scotch Whisky,3.5,(4 Reviews),"(70cl, 44.5%)",85,0,"Thick caramel and treacle, balanced by a hint of peat smoke. Lasting zesty citrus peel notes.",Robust spices kick in on the finish.,"Rich oak and milky coffee, with a burst of juicy raisin sweetness."
Ardbeg Perpetuum,Ardbeg,Islay Whisky,Ardbeg,Scotch Whisky,3.5,(17 Reviews),"(70cl, 47.4%)",,1,,,
Bruichladdich Laddie Five-O Feis Ile 2013,Bruichladdich,Islay Whisky,Bruichladdich,Scotch Whisky,4,(1 Review),"(70cl, 47.7%)",,0,White pepper and pear skin.,A slight saltiness alongside light fruit tang.,"Sweet barley, yellow and green Wine Gums, hints of corn and raspberry. A little grist develops with butterscotch and Kettle chips!"
The Macallan Quest,The Macallan,Speyside Whisky,The Macallan,Scotch Whisky,3,(4 Reviews),"(70cl, 40%)",64.95,0,"Slightly spicier than the nose, with warming oak and cinnamon developing underneath caramel notes.",Touches of raisin and vanilla pod.,"Gentle lemon notes arrive first, with milk chocolate and butterscotch leaping out afterwards."
GlenAllachie 12 Year Old 1980s,GlenAllachie,Scotch Whisky,GlenAllachie,Scotch Whisky,,,"(75cl, 43%)",,0,,,
Glengoyne Cuartillo,Glengoyne,Highland Whisky,Glengoyne,Scotch Whisky,5,(1 Review),"(100cl, 40%)",54.95,1,"The palate begins with creamy vanilla, nectarines in syrup and spice and a touch of espresso. Butterscotch, stem ginger and chocolate orange bring depth.",An oily finish concludes with a little oak spice.,"Toffee apples, a little acacia honey and toasted barley initially, with dried peels and soft spice in the background."
Ardmore 7 Year Old 2013 (cask 9374) - The Cooper's Choice (The Vintage Malt Whisky Co),Ardmore,Highland Whisky,The Vintage Malt Whisky Co.,Scotch Whisky,,,"(70cl, 52.5%)",67.95,0,"Oatcakes, toasted barley with a touch of nuttiness to it (think almond flakes and honey-roasted peanuts), brown sugar.","Softly peppery smoke, contrasted by a sweet hint of strawberry.","Gingerbread, flamed orange peel, damson and stewed plums."
Crabbie 12 Year Old Speyside Single Malt,John Crabbie & Co.,Scotch Whisky,John Crabbie & Co.,Scotch Whisky,3.5,(2 Reviews),"(70cl, 40%)",32.74,0,"More sweet apple and juicy pears, citrus zest balanced by hints of nutmeg and cinnamon with bourbon-oaky vanilla throughout.","Orchard fruits and vanilla continue for a well balanced, sweet and warming finish.","Green apples, gentle spice, sugar roasted nuts and sweet vanilla."
Glenturret 1966,Glenturret,Scotch Whisky,Glenturret,Scotch Whisky,,,"(70cl, 45.7%)",,0,,,
Benriach 1986,Benriach,Speyside Whisky,Benriach,Scotch Whisky,,,"(70cl, 55%)",,0,,,
